GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate
54001,2000,Barbour County,West Virginia,15557,22.56,1308,21.36,330,24729,56100,28.6,97.03,0.49,0.47,0.71,0.26,0.01,1.01,0.01,3,3,0.23,0.23
54001,2001,Barbour County,West Virginia,15557,22.56,1331,21.36,330,24729,56100,28.6,97.03,0.49,0.47,0.71,0.26,0.01,1.01,0.01,3,2,0.15,0.23
54001,2002,Barbour County,West Virginia,15557,22.56,1354,21.36,330,24729,56100,28.6,97.03,0.49,0.47,0.71,0.26,0.01,1.01,0.01,0,0,0,0
54001,2003,Barbour County,West Virginia,15557,22.56,1377,21.36,330,24729,56100,28.6,97.03,0.49,0.47,0.71,0.26,0.01,1.01,0.01,1,1,0.07,0.07
54001,2004,Barbour County,West Virginia,15557,22.56,1400,21.36,330,24729,56100,28.6,97.03,0.49,0.47,0.71,0.26,0.01,1.01,0.01,10,10,0.71,0.71
54001,2005,Barbour County,West Virginia,15522,17.35,1423,26.81,483,30875,76700,33.8,96.51,0.52,0.39,0.91,0.21,0,1.46,0,5,5,0.35,0.35
54001,2006,Barbour County,West Virginia,15522,17.35,1446,26.81,483,30875,76700,33.8,96.51,0.52,0.39,0.91,0.21,0,1.46,0,0,0,0,0
54001,2007,Barbour County,West Virginia,15522,17.35,1469,26.81,483,30875,76700,33.8,96.51,0.52,0.39,0.91,0.21,0,1.46,0,16,16,1.09,1.09
54001,2008,Barbour County,West Virginia,15522,17.35,1492,26.81,483,30875,76700,33.8,96.51,0.52,0.39,0.91,0.21,0,1.46,0,26,26,1.74,1.74
54001,2009,Barbour County,West Virginia,15522,17.35,1515,26.81,483,30875,76700,33.8,96.51,0.52,0.39,0.91,0.21,0,1.46,0,12,10,0.66,0.79
54001,2010,Barbour County,West Virginia,16589,13.04,1538,23.49,514,36087,85900,28.5,96.48,0.72,0.58,0.55,0.2,0.02,1.41,0.04,16,16,1.04,1.04
54001,2011,Barbour County,West Virginia,16731,16.07,1583,27.07,540,37066,92600,29.6,96.14,0.84,0.74,0.52,0.38,0,1.36,0.03,29,29,1.83,1.83
54001,2012,Barbour County,West Virginia,16731,16.07,1627,27.07,540,37066,92600,29.6,96.14,0.84,0.74,0.52,0.38,0,1.36,0.03,11,11,0.68,0.68
54001,2013,Barbour County,West Virginia,16731,16.07,1672,27.07,540,37066,92600,29.6,96.14,0.84,0.74,0.52,0.38,0,1.36,0.03,30,29,1.73,1.79
54001,2014,Barbour County,West Virginia,16731,16.07,1716,27.07,540,37066,92600,29.6,96.14,0.84,0.74,0.52,0.38,0,1.36,0.03,31,31,1.81,1.81
54001,2015,Barbour County,West Virginia,16731,16.07,1761,27.07,540,37066,92600,29.6,96.14,0.84,0.74,0.52,0.38,0,1.36,0.03,28,25,1.42,1.59
54001,2016,Barbour County,West Virginia,16731,16.07,1805,27.07,540,37066,92600,29.6,96.14,0.84,0.74,0.52,0.38,0,1.36,0.03,32,23,1.27,1.77
54003,2000,Berkeley County,West Virginia,75905,11.48,7642,25.84,506,38763,99700,23.7,91.87,4.64,1.52,0.23,0.45,0.02,1.15,0.12,,,,
54003,2001,Berkeley County,West Virginia,75905,11.48,7887,25.84,506,38763,99700,23.7,91.87,4.64,1.52,0.23,0.45,0.02,1.15,0.12,615,480,6.09,7.8
54003,2002,Berkeley County,West Virginia,75905,11.48,8132,25.84,506,38763,99700,23.7,91.87,4.64,1.52,0.23,0.45,0.02,1.15,0.12,,,,
54003,2003,Berkeley County,West Virginia,75905,11.48,8377,25.84,506,38763,99700,23.7,91.87,4.64,1.52,0.23,0.45,0.02,1.15,0.12,,,,
54003,2004,Berkeley County,West Virginia,75905,11.48,8622,25.84,506,38763,99700,23.7,91.87,4.64,1.52,0.23,0.45,0.02,1.15,0.12,,,,
54003,2005,Berkeley County,West Virginia,99058,6.91,8867,24.39,719,52250,187100,29.1,88.12,5.49,3.2,0.15,0.74,0,2.2,0.1,,,,
54003,2006,Berkeley County,West Virginia,99058,6.91,9111,24.39,719,52250,187100,29.1,88.12,5.49,3.2,0.15,0.74,0,2.2,0.1,,,,
54003,2007,Berkeley County,West Virginia,99058,6.91,9356,24.39,719,52250,187100,29.1,88.12,5.49,3.2,0.15,0.74,0,2.2,0.1,911,754,8.06,9.74
54003,2008,Berkeley County,West Virginia,99058,6.91,9601,24.39,719,52250,187100,29.1,88.12,5.49,3.2,0.15,0.74,0,2.2,0.1,1136,953,9.93,11.83
54003,2009,Berkeley County,West Virginia,99058,6.91,9846,24.39,719,52250,187100,29.1,88.12,5.49,3.2,0.15,0.74,0,2.2,0.1,1108,937,9.52,11.25
54003,2010,Berkeley County,West Virginia,104169,8.76,10091,25.32,784,53332,171900,30.6,85.8,6.94,3.8,0.23,0.83,0.03,2.27,0.1,1150,972,9.63,11.4
54003,2011,Berkeley County,West Virginia,108724,10.43,10506,26.83,919,55239,162500,28.6,85.2,6.91,3.9,0.11,1.03,0.1,2.59,0.16,1312,1018,9.69,12.49
54003,2012,Berkeley County,West Virginia,108724,10.43,10921,26.83,919,55239,162500,28.6,85.2,6.91,3.9,0.11,1.03,0.1,2.59,0.16,1392,1117,10.23,12.75
54003,2013,Berkeley County,West Virginia,108724,10.43,11337,26.83,919,55239,162500,28.6,85.2,6.91,3.9,0.11,1.03,0.1,2.59,0.16,1347,1069,9.43,11.88
54003,2014,Berkeley County,West Virginia,108724,10.43,11752,26.83,919,55239,162500,28.6,85.2,6.91,3.9,0.11,1.03,0.1,2.59,0.16,1463,1114,9.48,12.45
54003,2015,Berkeley County,West Virginia,108724,10.43,12167,26.83,919,55239,162500,28.6,85.2,6.91,3.9,0.11,1.03,0.1,2.59,0.16,1659,1057,8.69,13.64
54003,2016,Berkeley County,West Virginia,108724,10.43,12582,26.83,919,55239,162500,28.6,85.2,6.91,3.9,0.11,1.03,0.1,2.59,0.16,1511,967,7.69,12.01
54005,2000,Boone County,West Virginia,25535,22,2169,21.08,353,25669,63700,24.9,98.16,0.64,0.46,0.11,0.07,0.01,0.52,0.03,1,1,0.05,0.05
54005,2001,Boone County,West Virginia,25535,22,2173,21.08,353,25669,63700,24.9,98.16,0.64,0.46,0.11,0.07,0.01,0.52,0.03,17,14,0.64,0.78
54005,2002,Boone County,West Virginia,25535,22,2176,21.08,353,25669,63700,24.9,98.16,0.64,0.46,0.11,0.07,0.01,0.52,0.03,13,12,0.55,0.6
54005,2003,Boone County,West Virginia,25535,22,2180,21.08,353,25669,63700,24.9,98.16,0.64,0.46,0.11,0.07,0.01,0.52,0.03,23,23,1.05,1.05
54005,2004,Boone County,West Virginia,25535,22,2184,21.08,353,25669,63700,24.9,98.16,0.64,0.46,0.11,0.07,0.01,0.52,0.03,17,17,0.78,0.78
54005,2005,Boone County,West Virginia,25000,15.5,2188,22.56,429,38828,75400,27.1,97.64,1.26,0.77,0,0,0,0.34,0,1,1,0.05,0.05
54005,2006,Boone County,West Virginia,25000,15.5,2191,22.56,429,38828,75400,27.1,97.64,1.26,0.77,0,0,0,0.34,0,48,48,2.19,2.19
54005,2007,Boone County,West Virginia,25000,15.5,2195,22.56,429,38828,75400,27.1,97.64,1.26,0.77,0,0,0,0.34,0,57,56,2.55,2.6
54005,2008,Boone County,West Virginia,25000,15.5,2199,22.56,429,38828,75400,27.1,97.64,1.26,0.77,0,0,0,0.34,0,62,61,2.77,2.82
54005,2009,Boone County,West Virginia,25000,15.5,2202,22.56,429,38828,75400,27.1,97.64,1.26,0.77,0,0,0,0.34,0,54,52,2.36,2.45
54005,2010,Boone County,West Virginia,24629,15.6,2206,22.22,513,42819,78100,27.4,98.34,0.5,0.39,0.13,0.09,0,0.53,0.02,77,76,3.45,3.49
54005,2011,Boone County,West Virginia,24000,18.19,2258,23.43,572,39958,75700,29.7,98.03,0.68,0.49,0.02,0.09,0,0.69,0,83,82,3.63,3.68
54005,2012,Boone County,West Virginia,24000,18.19,2310,23.43,572,39958,75700,29.7,98.03,0.68,0.49,0.02,0.09,0,0.69,0,72,63,2.73,3.12
54005,2013,Boone County,West Virginia,24000,18.19,2363,23.43,572,39958,75700,29.7,98.03,0.68,0.49,0.02,0.09,0,0.69,0,63,50,2.12,2.67
54005,2014,Boone County,West Virginia,24000,18.19,2415,23.43,572,39958,75700,29.7,98.03,0.68,0.49,0.02,0.09,0,0.69,0,70,51,2.11,2.9
54005,2015,Boone County,West Virginia,24000,18.19,2467,23.43,572,39958,75700,29.7,98.03,0.68,0.49,0.02,0.09,0,0.69,0,69,54,2.19,2.8
54005,2016,Boone County,West Virginia,24000,18.19,2519,23.43,572,39958,75700,29.7,98.03,0.68,0.49,0.02,0.09,0,0.69,0,73,66,2.62,2.9
54007,2000,Braxton County,West Virginia,14702,21.98,1260,21.83,332,24412,59300,24.9,97.63,0.69,0.44,0.35,0.1,0.05,0.7,0.05,,,,
54007,2001,Braxton County,West Virginia,14702,21.98,1284,21.83,332,24412,59300,24.9,97.63,0.69,0.44,0.35,0.1,0.05,0.7,0.05,,,,
54007,2002,Braxton County,West Virginia,14702,21.98,1309,21.83,332,24412,59300,24.9,97.63,0.69,0.44,0.35,0.1,0.05,0.7,0.05,,,,
54007,2003,Braxton County,West Virginia,14702,21.98,1333,21.83,332,24412,59300,24.9,97.63,0.69,0.44,0.35,0.1,0.05,0.7,0.05,13,13,0.98,0.98
54007,2004,Braxton County,West Virginia,14702,21.98,1358,21.83,332,24412,59300,24.9,97.63,0.69,0.44,0.35,0.1,0.05,0.7,0.05,19,19,1.4,1.4
54007,2005,Braxton County,West Virginia,14554,17.38,1382,20.8,478,30174,73600,26.1,97.29,0.8,0.43,0.36,0.28,0,0.84,0,8,8,0.58,0.58
54007,2006,Braxton County,West Virginia,14554,17.38,1406,20.8,478,30174,73600,26.1,97.29,0.8,0.43,0.36,0.28,0,0.84,0,0,0,0,0
54007,2007,Braxton County,West Virginia,14554,17.38,1431,20.8,478,30174,73600,26.1,97.29,0.8,0.43,0.36,0.28,0,0.84,0,2,2,0.14,0.14
54007,2008,Braxton County,West Virginia,14554,17.38,1455,20.8,478,30174,73600,26.1,97.29,0.8,0.43,0.36,0.28,0,0.84,0,27,22,1.51,1.86
54007,2009,Braxton County,West Virginia,14554,17.38,1480,20.8,478,30174,73600,26.1,97.29,0.8,0.43,0.36,0.28,0,0.84,0,26,25,1.69,1.76
54007,2010,Braxton County,West Virginia,14523,15.3,1504,25.07,498,31623,79500,29.4,97.82,0.41,0.46,0.26,0.17,0.02,0.83,0.03,45,44,2.93,2.99
54007,2011,Braxton County,West Virginia,14466,16.05,1542,25.06,488,32750,79500,29.8,97.4,0.44,0.57,0.07,0,0,1.51,0,31,30,1.95,2.01
54007,2012,Braxton County,West Virginia,14466,16.05,1580,25.06,488,32750,79500,29.8,97.4,0.44,0.57,0.07,0,0,1.51,0,34,33,2.09,2.15
54007,2013,Braxton County,West Virginia,14466,16.05,1618,25.06,488,32750,79500,29.8,97.4,0.44,0.57,0.07,0,0,1.51,0,33,23,1.42,2.04
54007,2014,Braxton County,West Virginia,14466,16.05,1655,25.06,488,32750,79500,29.8,97.4,0.44,0.57,0.07,0,0,1.51,0,31,31,1.87,1.87
54007,2015,Braxton County,West Virginia,14466,16.05,1693,25.06,488,32750,79500,29.8,97.4,0.44,0.57,0.07,0,0,1.51,0,43,40,2.36,2.54
54007,2016,Braxton County,West Virginia,14466,16.05,1731,25.06,488,32750,79500,29.8,97.4,0.44,0.57,0.07,0,0,1.51,0,29,27,1.56,1.68
54009,2000,Brooke County,West Virginia,25447,11.65,2463,23.33,379,32981,67000,23,97.62,0.84,0.39,0.1,0.34,0.03,0.66,0.01,,,,
54009,2001,Brooke County,West Virginia,25447,11.65,2460,23.33,379,32981,67000,23,97.62,0.84,0.39,0.1,0.34,0.03,0.66,0.01,,,,
54009,2002,Brooke County,West Virginia,25447,11.65,2458,23.33,379,32981,67000,23,97.62,0.84,0.39,0.1,0.34,0.03,0.66,0.01,,,,
54009,2003,Brooke County,West Virginia,25447,11.65,2455,23.33,379,32981,67000,23,97.62,0.84,0.39,0.1,0.34,0.03,0.66,0.01,,,,
54009,2004,Brooke County,West Virginia,25447,11.65,2452,23.33,379,32981,67000,23,97.62,0.84,0.39,0.1,0.34,0.03,0.66,0.01,,,,
54009,2005,Brooke County,West Virginia,23801,7.42,2450,23.97,502,40537,84200,23.4,96.88,1.25,0.29,0.18,0.42,0,0.97,0,14,0,0,0.57
54009,2006,Brooke County,West Virginia,23801,7.42,2447,23.97,502,40537,84200,23.4,96.88,1.25,0.29,0.18,0.42,0,0.97,0,1,0,0,0.04
54009,2007,Brooke County,West Virginia,23801,7.42,2445,23.97,502,40537,84200,23.4,96.88,1.25,0.29,0.18,0.42,0,0.97,0,10,0,0,0.41
54009,2008,Brooke County,West Virginia,23801,7.42,2442,23.97,502,40537,84200,23.4,96.88,1.25,0.29,0.18,0.42,0,0.97,0,31,1,0.04,1.27
54009,2009,Brooke County,West Virginia,23801,7.42,2440,23.97,502,40537,84200,23.4,96.88,1.25,0.29,0.18,0.42,0,0.97,0,15,0,0,0.61
54009,2010,Brooke County,West Virginia,24069,8.69,2437,24.32,548,42307,83600,25.7,96.56,1.13,0.68,0.08,0.39,0.01,1.08,0.07,47,45,1.85,1.93
54009,2011,Brooke County,West Virginia,23665,9.36,2488,26.74,573,46215,86500,26.8,96.07,1.75,0.81,0.15,0.52,0.02,0.69,0,69,68,2.73,2.77
54009,2012,Brooke County,West Virginia,23665,9.36,2539,26.74,573,46215,86500,26.8,96.07,1.75,0.81,0.15,0.52,0.02,0.69,0,80,77,3.03,3.15
54009,2013,Brooke County,West Virginia,23665,9.36,2591,26.74,573,46215,86500,26.8,96.07,1.75,0.81,0.15,0.52,0.02,0.69,0,78,72,2.78,3.01
54009,2014,Brooke County,West Virginia,23665,9.36,2642,26.74,573,46215,86500,26.8,96.07,1.75,0.81,0.15,0.52,0.02,0.69,0,80,74,2.8,3.03
54009,2015,Brooke County,West Virginia,23665,9.36,2693,26.74,573,46215,86500,26.8,96.07,1.75,0.81,0.15,0.52,0.02,0.69,0,75,69,2.56,2.79
54009,2016,Brooke County,West Virginia,23665,9.36,2744,26.74,573,46215,86500,26.8,96.07,1.75,0.81,0.15,0.52,0.02,0.69,0,73,68,2.48,2.66
54011,2000,Cabell County,West Virginia,96784,19.23,14589,35.43,420,28479,76200,28.6,92.93,4.25,0.68,0.17,0.77,0.04,1.08,0.08,,,,
54011,2001,Cabell County,West Virginia,96784,19.23,14681,35.43,420,28479,76200,28.6,92.93,4.25,0.68,0.17,0.77,0.04,1.08,0.08,433,383,2.61,2.95
54011,2002,Cabell County,West Virginia,96784,19.23,14773,35.43,420,28479,76200,28.6,92.93,4.25,0.68,0.17,0.77,0.04,1.08,0.08,,,,
54011,2003,Cabell County,West Virginia,96784,19.23,14865,35.43,420,28479,76200,28.6,92.93,4.25,0.68,0.17,0.77,0.04,1.08,0.08,,,,
54011,2004,Cabell County,West Virginia,96784,19.23,14957,35.43,420,28479,76200,28.6,92.93,4.25,0.68,0.17,0.77,0.04,1.08,0.08,,,,
54011,2005,Cabell County,West Virginia,94552,14.43,15049,36.09,573,33062,94400,32.1,91.87,4.53,0.97,0.1,1,0,1.5,0.03,,,,
54011,2006,Cabell County,West Virginia,94552,14.43,15140,36.09,573,33062,94400,32.1,91.87,4.53,0.97,0.1,1,0,1.5,0.03,539,457,3.02,3.56
54011,2007,Cabell County,West Virginia,94552,14.43,15232,36.09,573,33062,94400,32.1,91.87,4.53,0.97,0.1,1,0,1.5,0.03,669,653,4.29,4.39
54011,2008,Cabell County,West Virginia,94552,14.43,15324,36.09,573,33062,94400,32.1,91.87,4.53,0.97,0.1,1,0,1.5,0.03,770,746,4.87,5.02
54011,2009,Cabell County,West Virginia,94552,14.43,15416,36.09,573,33062,94400,32.1,91.87,4.53,0.97,0.1,1,0,1.5,0.03,872,816,5.29,5.66
54011,2010,Cabell County,West Virginia,96319,15.99,15508,37.62,622,37238,103100,32.5,90.86,4.9,1.09,0.22,0.97,0.02,1.87,0.08,816,749,4.83,5.26
54011,2011,Cabell County,West Virginia,96824,14.97,15851,38.91,653,38344,112800,31.3,90.33,4.73,1.31,0.17,1.19,0.03,2.21,0.02,831,752,4.74,5.24
54011,2012,Cabell County,West Virginia,96824,14.97,16194,38.91,653,38344,112800,31.3,90.33,4.73,1.31,0.17,1.19,0.03,2.21,0.02,897,800,4.94,5.54
54011,2013,Cabell County,West Virginia,96824,14.97,16537,38.91,653,38344,112800,31.3,90.33,4.73,1.31,0.17,1.19,0.03,2.21,0.02,872,774,4.68,5.27
54011,2014,Cabell County,West Virginia,96824,14.97,16879,38.91,653,38344,112800,31.3,90.33,4.73,1.31,0.17,1.19,0.03,2.21,0.02,852,774,4.59,5.05
54011,2015,Cabell County,West Virginia,96824,14.97,17222,38.91,653,38344,112800,31.3,90.33,4.73,1.31,0.17,1.19,0.03,2.21,0.02,750,700,4.06,4.35
54011,2016,Cabell County,West Virginia,96824,14.97,17565,38.91,653,38344,112800,31.3,90.33,4.73,1.31,0.17,1.19,0.03,2.21,0.02,925,764,4.35,5.27
54013,2000,Calhoun County,West Virginia,7582,25.06,649,21.13,302,21578,46000,22.3,98.56,0.08,0.55,0.25,0.11,0,0.42,0.03,0,0,0,0
54013,2001,Calhoun County,West Virginia,7582,25.06,658,21.13,302,21578,46000,22.3,98.56,0.08,0.55,0.25,0.11,0,0.42,0.03,3,3,0.46,0.46
54013,2002,Calhoun County,West Virginia,7582,25.06,667,21.13,302,21578,46000,22.3,98.56,0.08,0.55,0.25,0.11,0,0.42,0.03,6,6,0.9,0.9
54013,2003,Calhoun County,West Virginia,7582,25.06,676,21.13,302,21578,46000,22.3,98.56,0.08,0.55,0.25,0.11,0,0.42,0.03,8,8,1.18,1.18
54013,2004,Calhoun County,West Virginia,7582,25.06,685,21.13,302,21578,46000,22.3,98.56,0.08,0.55,0.25,0.11,0,0.42,0.03,3,3,0.44,0.44
54013,2005,Calhoun County,West Virginia,7209,13.59,694,21.47,365,27367,66500,25.4,94.15,0.44,0,0,0,0,5.2,0.21,8,8,1.15,1.15
54013,2006,Calhoun County,West Virginia,7209,13.59,702,21.47,365,27367,66500,25.4,94.15,0.44,0,0,0,0,5.2,0.21,2,1,0.14,0.28
54013,2007,Calhoun County,West Virginia,7209,13.59,711,21.47,365,27367,66500,25.4,94.15,0.44,0,0,0,0,5.2,0.21,7,7,0.98,0.98
54013,2008,Calhoun County,West Virginia,7209,13.59,720,21.47,365,27367,66500,25.4,94.15,0.44,0,0,0,0,5.2,0.21,7,7,0.97,0.97
54013,2009,Calhoun County,West Virginia,7209,13.59,729,21.47,365,27367,66500,25.4,94.15,0.44,0,0,0,0,5.2,0.21,11,11,1.51,1.51
54013,2010,Calhoun County,West Virginia,7627,16.2,738,22.58,409,29282,76000,28.8,97.88,0.2,0.75,0.28,0.16,0.04,0.69,0.01,13,13,1.76,1.76
54013,2011,Calhoun County,West Virginia,7557,13.71,759,19.61,551,35568,71100,27.9,97.26,0.08,1.05,0.07,0.05,0,1.5,0,4,4,0.53,0.53
54013,2012,Calhoun County,West Virginia,7557,13.71,780,19.61,551,35568,71100,27.9,97.26,0.08,1.05,0.07,0.05,0,1.5,0,10,10,1.28,1.28
54013,2013,Calhoun County,West Virginia,7557,13.71,802,19.61,551,35568,71100,27.9,97.26,0.08,1.05,0.07,0.05,0,1.5,0,6,6,0.75,0.75
54013,2014,Calhoun County,West Virginia,7557,13.71,823,19.61,551,35568,71100,27.9,97.26,0.08,1.05,0.07,0.05,0,1.5,0,7,6,0.73,0.85
54013,2015,Calhoun County,West Virginia,7557,13.71,844,19.61,551,35568,71100,27.9,97.26,0.08,1.05,0.07,0.05,0,1.5,0,15,11,1.3,1.78
54013,2016,Calhoun County,West Virginia,7557,13.71,865,19.61,551,35568,71100,27.9,97.26,0.08,1.05,0.07,0.05,0,1.5,0,8,8,0.92,0.92
54015,2000,Clay County,West Virginia,10330,27.5,835,20.77,278,22120,55600,25.1,97.85,0.07,0.41,0.71,0.02,0,0.89,0.06,0,0,0,0
54015,2001,Clay County,West Virginia,10330,27.5,830,20.77,278,22120,55600,25.1,97.85,0.07,0.41,0.71,0.02,0,0.89,0.06,4,4,0.48,0.48
54015,2002,Clay County,West Virginia,10330,27.5,825,20.77,278,22120,55600,25.1,97.85,0.07,0.41,0.71,0.02,0,0.89,0.06,0,0,0,0
54015,2003,Clay County,West Virginia,10330,27.5,821,20.77,278,22120,55600,25.1,97.85,0.07,0.41,0.71,0.02,0,0.89,0.06,3,3,0.37,0.37
54015,2004,Clay County,West Virginia,10330,27.5,816,20.77,278,22120,55600,25.1,97.85,0.07,0.41,0.71,0.02,0,0.89,0.06,0,0,0,0
54015,2005,Clay County,West Virginia,10061,22.67,811,22.77,360,31148,69400,30.3,97.6,0.49,0,0,0,0,1.91,0,0,0,0,0
54015,2006,Clay County,West Virginia,10061,22.67,806,22.77,360,31148,69400,30.3,97.6,0.49,0,0,0,0,1.91,0,0,0,0,0
54015,2007,Clay County,West Virginia,10061,22.67,801,22.77,360,31148,69400,30.3,97.6,0.49,0,0,0,0,1.91,0,6,6,0.75,0.75
54015,2008,Clay County,West Virginia,10061,22.67,797,22.77,360,31148,69400,30.3,97.6,0.49,0,0,0,0,1.91,0,14,14,1.76,1.76
54015,2009,Clay County,West Virginia,10061,22.67,792,22.77,360,31148,69400,30.3,97.6,0.49,0,0,0,0,1.91,0,15,15,1.89,1.89
54015,2010,Clay County,West Virginia,9386,22.69,787,21.11,427,33165,81900,30.8,98.48,0.06,0.35,0.2,0.07,0.02,0.78,0.03,17,17,2.16,2.16
54015,2011,Clay County,West Virginia,9141,18.54,812,17.75,477,31325,78000,32.8,97.9,0,0.14,0.4,0,0.22,1.29,0.04,21,21,2.59,2.59
54015,2012,Clay County,West Virginia,9141,18.54,836,17.75,477,31325,78000,32.8,97.9,0,0.14,0.4,0,0.22,1.29,0.04,24,24,2.87,2.87
54015,2013,Clay County,West Virginia,9141,18.54,861,17.75,477,31325,78000,32.8,97.9,0,0.14,0.4,0,0.22,1.29,0.04,17,17,1.98,1.98
54015,2014,Clay County,West Virginia,9141,18.54,885,17.75,477,31325,78000,32.8,97.9,0,0.14,0.4,0,0.22,1.29,0.04,24,24,2.71,2.71
54015,2015,Clay County,West Virginia,9141,18.54,910,17.75,477,31325,78000,32.8,97.9,0,0.14,0.4,0,0.22,1.29,0.04,25,25,2.75,2.75
54015,2016,Clay County,West Virginia,9141,18.54,934,17.75,477,31325,78000,32.8,97.9,0,0.14,0.4,0,0.22,1.29,0.04,21,17,1.82,2.25
54017,2000,Doddridge County,West Virginia,7403,19.81,536,18.84,350,26744,57000,24,97.96,0.24,0.57,0.3,0.15,0,0.78,0,5,5,0.93,0.93
54017,2001,Doddridge County,West Virginia,7403,19.81,542,18.84,350,26744,57000,24,97.96,0.24,0.57,0.3,0.15,0,0.78,0,8,6,1.11,1.48
54017,2002,Doddridge County,West Virginia,7403,19.81,547,18.84,350,26744,57000,24,97.96,0.24,0.57,0.3,0.15,0,0.78,0,9,9,1.64,1.64
54017,2003,Doddridge County,West Virginia,7403,19.81,553,18.84,350,26744,57000,24,97.96,0.24,0.57,0.3,0.15,0,0.78,0,6,6,1.09,1.09
54017,2004,Doddridge County,West Virginia,7403,19.81,558,18.84,350,26744,57000,24,97.96,0.24,0.57,0.3,0.15,0,0.78,0,15,11,1.97,2.69
54017,2005,Doddridge County,West Virginia,7238,15.34,564,16.17,527,30725,73500,23.6,97.11,0,0.62,0,0,0,1.58,0.69,17,11,1.95,3.01
54017,2006,Doddridge County,West Virginia,7238,15.34,570,16.17,527,30725,73500,23.6,97.11,0,0.62,0,0,0,1.58,0.69,12,12,2.11,2.11
54017,2007,Doddridge County,West Virginia,7238,15.34,575,16.17,527,30725,73500,23.6,97.11,0,0.62,0,0,0,1.58,0.69,16,16,2.78,2.78
54017,2008,Doddridge County,West Virginia,7238,15.34,581,16.17,527,30725,73500,23.6,97.11,0,0.62,0,0,0,1.58,0.69,7,7,1.21,1.21
54017,2009,Doddridge County,West Virginia,7238,15.34,586,16.17,527,30725,73500,23.6,97.11,0,0.62,0,0,0,1.58,0.69,24,24,4.09,4.09
54017,2010,Doddridge County,West Virginia,8202,13.28,592,19.1,520,31261,78500,29.9,96.63,1.35,0.48,0.29,0.17,0.01,1.05,0.01,19,19,3.21,3.21
54017,2011,Doddridge County,West Virginia,8201,9.03,614,14.44,532,39974,92000,31.7,96.24,1.09,0.43,0.12,0.09,0,2.04,0,12,11,1.79,1.95
54017,2012,Doddridge County,West Virginia,8201,9.03,637,14.44,532,39974,92000,31.7,96.24,1.09,0.43,0.12,0.09,0,2.04,0,13,13,2.04,2.04
54017,2013,Doddridge County,West Virginia,8201,9.03,659,14.44,532,39974,92000,31.7,96.24,1.09,0.43,0.12,0.09,0,2.04,0,14,14,2.12,2.12
54017,2014,Doddridge County,West Virginia,8201,9.03,681,14.44,532,39974,92000,31.7,96.24,1.09,0.43,0.12,0.09,0,2.04,0,26,26,3.82,3.82
54017,2015,Doddridge County,West Virginia,8201,9.03,704,14.44,532,39974,92000,31.7,96.24,1.09,0.43,0.12,0.09,0,2.04,0,7,7,0.99,0.99
54017,2016,Doddridge County,West Virginia,8201,9.03,726,14.44,532,39974,92000,31.7,96.24,1.09,0.43,0.12,0.09,0,2.04,0,6,6,0.83,0.83
54019,2000,Fayette County,West Virginia,47579,21.66,4320,22.8,357,24788,50800,25.9,92.21,5.56,0.68,0.26,0.3,0.03,0.91,0.04,,,,
54019,2001,Fayette County,West Virginia,47579,21.66,4341,22.8,357,24788,50800,25.9,92.21,5.56,0.68,0.26,0.3,0.03,0.91,0.04,,,,
54019,2002,Fayette County,West Virginia,47579,21.66,4362,22.8,357,24788,50800,25.9,92.21,5.56,0.68,0.26,0.3,0.03,0.91,0.04,,,,
54019,2003,Fayette County,West Virginia,47579,21.66,4384,22.8,357,24788,50800,25.9,92.21,5.56,0.68,0.26,0.3,0.03,0.91,0.04,85,66,1.51,1.94
54019,2004,Fayette County,West Virginia,47579,21.66,4405,22.8,357,24788,50800,25.9,92.21,5.56,0.68,0.26,0.3,0.03,0.91,0.04,73,72,1.63,1.66
54019,2005,Fayette County,West Virginia,46240,15.84,4426,23.97,460,32579,67500,26.5,92.24,5.37,0.81,0.38,0.37,0,0.83,0,60,43,0.97,1.36
54019,2006,Fayette County,West Virginia,46240,15.84,4447,23.97,460,32579,67500,26.5,92.24,5.37,0.81,0.38,0.37,0,0.83,0,52,43,0.97,1.17
54019,2007,Fayette County,West Virginia,46240,15.84,4468,23.97,460,32579,67500,26.5,92.24,5.37,0.81,0.38,0.37,0,0.83,0,85,82,1.84,1.9
54019,2008,Fayette County,West Virginia,46240,15.84,4490,23.97,460,32579,67500,26.5,92.24,5.37,0.81,0.38,0.37,0,0.83,0,70,64,1.43,1.56
54019,2009,Fayette County,West Virginia,46240,15.84,4511,23.97,460,32579,67500,26.5,92.24,5.37,0.81,0.38,0.37,0,0.83,0,81,78,1.73,1.8
54019,2010,Fayette County,West Virginia,46039,15.41,4532,24.09,524,34891,70900,27.1,92.88,4.55,0.87,0.2,0.19,0.01,1.24,0.04,109,92,2.03,2.41
54019,2011,Fayette County,West Virginia,45534,15,4644,23.2,585,36293,77100,27.9,92.48,5.16,1.03,0.3,0.1,0,0.81,0.11,112,106,2.28,2.41
